"","EXERCISE","DATE","WEIGHT","REPS","SOURCE","CATEGORY","SET_NUM"
"4172","Internal Shoulder Cuff Rotation (Lucky Cat)",2012-11-08,5,10,"Fitocracy",NA,NA
"4173","Internal Shoulder Cuff Rotation (Lucky Cat)",2012-11-08,2.5,10,"Fitocracy",NA,NA
"4174","Internal Shoulder Cuff Rotation (Lucky Cat)",2012-11-11,3.5,10,"Fitocracy",NA,NA
"4175","Internal Shoulder Cuff Rotation (Lucky Cat)",2012-11-11,3.5,10,"Fitocracy",NA,NA
"4176","Internal Shoulder Cuff Rotation (Lucky Cat)",2012-11-11,3.5,10,"Fitocracy",NA,NA
"4177","Internal Shoulder Cuff Rotation (Lucky Cat)",2012-12-25,1.5,10,"Fitocracy",NA,NA
"4178","Internal Shoulder Cuff Rotation (Lucky Cat)",2013-02-17,2.5,5,"Fitocracy",NA,NA
"4179","Internal Shoulder Cuff Rotation (Lucky Cat)",2013-02-17,2,8,"Fitocracy",NA,NA
"4180","Isolateral Plate Loaded Press",2013-08-29,50,5,"Fitocracy",NA,NA
"4181","Jerk",2013-03-01,40,1,"Fitocracy",NA,NA
"4182","Jerk",2013-03-01,42.5,1,"Fitocracy",NA,NA
"4183","Jump Squat (Toyotas)",2013-01-08,10,10,"Fitocracy",NA,NA
"4184","Jump Squat (Toyotas)",2013-01-17,20,20,"Fitocracy",NA,NA
"4185","Jump Squat (Toyotas)",2014-03-20,6,6,"Fitocracy",NA,NA
"4186","Jump Squat (Toyotas)",2014-03-26,10,10,"Fitocracy",NA,NA
"4187","Kettlebell Arnold Press",2013-04-30,12,6,"Fitocracy",NA,NA
"4188","Kettlebell Clean and Press",2012-07-21,8,10,"Fitocracy",NA,NA
"4189","Kettlebell Clean and Press",2012-08-06,8,20,"Fitocracy",NA,NA
"4190","Kettlebell Clean and Press",2012-09-12,12,5,"Fitocracy",NA,NA
"4191","Kettlebell Crosswalk",2013-04-08,30,12,"Fitocracy",NA,NA
"4192","Kettlebell Crosswalk",2013-04-08,30,12,"Fitocracy",NA,NA
"4193","Kettlebell Crosswalk",2013-04-08,30,16,"Fitocracy",NA,NA
"4194","Kettlebell Crosswalk",2013-04-08,30,16,"Fitocracy",NA,NA
"4195","Kettlebell Dead Clean",2013-05-23,10,10,"Fitocracy",NA,NA
"4196","Kettlebell Deadlift",2013-09-11,10,10,"Fitocracy",NA,NA
"4197","Kettlebell Figure 8",2013-04-26,16,20,"Fitocracy",NA,NA
"4198","Kettlebell Figure 8",2013-04-26,16,15,"Fitocracy",NA,NA
"4199","Kettlebell Figure 8",2013-05-12,6,8,"Fitocracy",NA,NA
"4200","Kettlebell Figure 8",2013-05-12,8,8,"Fitocracy",NA,NA
"4201","Kettlebell Figure 8",2013-05-14,6,8,"Fitocracy",NA,NA
"4202","Kettlebell Figure 8",2013-06-19,20,10,"Fitocracy",NA,NA
"4203","Kettlebell Figure 8",2013-06-19,20,20,"Fitocracy",NA,NA
"4204","Kettlebell Figure 8",2013-06-25,20,15,"Fitocracy",NA,NA
"4205","Kettlebell Figure 8",2013-07-17,8,8,"Fitocracy",NA,NA
"4206","Kettlebell Figure 8",2013-07-17,8,8,"Fitocracy",NA,NA
"4207","Kettlebell Figure 8",2013-07-17,20,8,"Fitocracy",NA,NA
"4208","Kettlebell Figure 8",2013-09-11,10,10,"Fitocracy",NA,NA
"4209","Kettlebell Figure 8",2013-12-31,6,12,"Fitocracy",NA,NA
"4210","Kettlebell Figure 8",2013-12-31,8,12,"Fitocracy",NA,NA
"4211","Kettlebell Figure 8",2013-12-31,12,12,"Fitocracy",NA,NA
"4212","Kettlebell Halo",2013-08-07,8,5,"Fitocracy",NA,NA
"4213","Kettlebell Halo",2013-08-07,8,5,"Fitocracy",NA,NA
"4214","Kettlebell Halo",2013-08-09,10,10,"Fitocracy",NA,NA
"4215","Kettlebell Halo",2013-08-11,10,15,"Fitocracy",NA,NA
"4216","Kettlebell Halo",2013-09-11,10,10,"Fitocracy",NA,NA
"4217","Kettlebell Halo",2013-12-31,6,12,"Fitocracy",NA,NA
"4218","Kettlebell Halo",2013-12-31,8,12,"Fitocracy",NA,NA
"4219","Kettlebell Halo",2013-12-31,12,12,"Fitocracy",NA,NA
"4220","Kettlebell Halo",2013-12-31,20,5,"Fitocracy",NA,NA
"4221","Kettlebell Lunge Pass Through",2013-05-14,6,8,"Fitocracy",NA,NA
"4222","Kettlebell Lunge",2013-09-11,10,10,"Fitocracy",NA,NA
"4223","Kettlebell One-Leg Deadlift",2013-09-11,10,10,"Fitocracy",NA,NA
"4224","Kettlebell Pirate Ships",2013-04-07,8,10,"Fitocracy",NA,NA
"4225","Kettlebell Pirate Ships",2013-04-07,12,5,"Fitocracy",NA,NA
"4226","Kettlebell Pirate Ships",2013-04-11,12,10,"Fitocracy",NA,NA
"4227","Kettlebell Pirate Ships",2013-04-11,8,10,"Fitocracy",NA,NA
"4228","Kettlebell Pirate Ships",2013-04-17,16,5,"Fitocracy",NA,NA
"4229","Kettlebell Pirate Ships",2013-04-25,8,12,"Fitocracy",NA,NA
"4230","Kettlebell Pirate Ships",2013-04-25,8,12,"Fitocracy",NA,NA
"4231","Kettlebell Pirate Ships",2013-05-03,12,8,"Fitocracy",NA,NA
"4232","Kettlebell Pirate Ships",2013-05-03,12,8,"Fitocracy",NA,NA
"4233","Kettlebell Pirate Ships",2013-05-12,6,8,"Fitocracy",NA,NA
"4234","Kettlebell Pirate Ships",2013-05-12,8,8,"Fitocracy",NA,NA
"4235","Kettlebell Pirate Ships",2013-05-14,6,8,"Fitocracy",NA,NA
"4236","Kettlebell Pirate Ships",2013-06-21,12,10,"Fitocracy",NA,NA
"4237","Kettlebell Pirate Ships",2013-06-21,8,10,"Fitocracy",NA,NA
"4238","Kettlebell Pirate Ships",2013-06-28,12,10,"Fitocracy",NA,NA
"4239","Kettlebell Pirate Ships",2013-06-28,12,10,"Fitocracy",NA,NA
"4240","Kettlebell Pirate Ships",2013-12-31,20,5,"Fitocracy",NA,NA
"4241","Kettlebell Press",2012-08-11,8,10,"Fitocracy",NA,NA
"4242","Kettlebell Press",2012-08-31,12,5,"Fitocracy",NA,NA
"4243","Kettlebell Press",2012-08-31,20,1,"Fitocracy",NA,NA
"4244","Kettlebell Press",2012-09-12,12,10,"Fitocracy",NA,NA
"4245","Kettlebell Press",2012-09-12,20,3,"Fitocracy",NA,NA
"4246","Kettlebell Press",2013-02-13,8,10,"Fitocracy",NA,NA
"4247","Kettlebell Press",2013-02-13,12,10,"Fitocracy",NA,NA
"4248","Kettlebell Press",2013-02-13,16,8,"Fitocracy",NA,NA
"4249","Kettlebell Press",2013-06-03,16,5,"Fitocracy",NA,NA
"4250","Kettlebell Press",2013-08-09,10,20,"Fitocracy",NA,NA
"4251","Kettlebell Press",2013-09-11,10,10,"Fitocracy",NA,NA
"4252","Kettlebell Press",2013-09-17,20,5,"Fitocracy",NA,NA
"4253","Kettlebell Press",2013-10-12,20,10,"Fitocracy",NA,NA
"4254","Kettlebell Press",2013-10-12,20,5,"Fitocracy",NA,NA
"4255","Kettlebell Press",2013-12-31,6,12,"Fitocracy",NA,NA
"4256","Kettlebell Press",2013-12-31,8,12,"Fitocracy",NA,NA
"4257","Kettlebell Press",2013-12-31,12,12,"Fitocracy",NA,NA
"4258","Kettlebell Push Press",2013-12-31,20,5,"Fitocracy",NA,NA
"4259","Kettlebell Romanian Deadlift",2013-07-17,16,8,"Fitocracy",NA,NA
"4260","Kettlebell Romanian Deadlift",2013-07-17,16,8,"Fitocracy",NA,NA
"4261","Kettlebell Romanian Deadlift",2013-07-17,20,8,"Fitocracy",NA,NA
"4262","Kettlebell Sumo High Pull",2013-04-12,20,10,"Fitocracy",NA,NA
"4263","Kettlebell Sumo High Pull",2013-04-12,20,10,"Fitocracy",NA,NA
"4264","Kettlebell Sumo High Pull",2013-04-15,20,10,"Fitocracy",NA,NA
"4265","Kettlebell Sumo High Pull",2013-04-15,20,10,"Fitocracy",NA,NA
"4266","Kettlebell Sumo High Pull",2013-04-15,20,10,"Fitocracy",NA,NA
"4267","Kettlebell Sumo High Pull",2013-09-11,10,10,"Fitocracy",NA,NA
"4268","Kettlebell Sumo High Pull",2013-12-31,20,5,"Fitocracy",NA,NA
"4269","Kettlebell Thruster",2013-12-31,20,5,"Fitocracy",NA,NA
"4270","Knees-To-Elbows",2012-09-17,5,5,"Fitocracy",NA,NA
"4271","Knees-To-Elbows",2012-09-21,5,5,"Fitocracy",NA,NA
"4272","Knees-To-Elbows",2012-09-21,4,4,"Fitocracy",NA,NA
"4273","Knees-To-Elbows",2012-09-28,5,5,"Fitocracy",NA,NA
"4274","Knees-To-Elbows",2012-09-28,5,5,"Fitocracy",NA,NA
"4275","Knees-To-Elbows",2012-10-03,5,5,"Fitocracy",NA,NA
"4276","Knees-To-Elbows",2012-10-03,3,3,"Fitocracy",NA,NA
"4277","Kroc Rows",2013-01-16,12.5,15,"Fitocracy",NA,NA
"4278","Kroc Rows",2013-01-16,17.5,12,"Fitocracy",NA,NA
"4279","Kroc Rows",2013-01-16,20.5,10,"Fitocracy",NA,NA
"4280","Kroc Rows",2013-01-19,20,10,"Fitocracy",NA,NA
"4281","Kroc Rows",2013-02-05,17.5,15,"Fitocracy",NA,NA
"4282","Kroc Rows",2013-02-05,16,20,"Fitocracy",NA,NA
"4283","Kroc Rows",2013-02-15,20,20,"Fitocracy",NA,NA
"4284","Kroc Rows",2013-02-17,20,20,"Fitocracy",NA,NA
"4285","Kroc Rows",2013-03-03,20,20,"Fitocracy",NA,NA
"4286","Kroc Rows",2013-03-09,22.5,20,"Fitocracy",NA,NA
"4287","Kroc Rows",2013-03-11,22.5,12,"Fitocracy",NA,NA
"4288","Kroc Rows",2013-03-16,22.5,15,"Fitocracy",NA,NA
"4289","Kroc Rows",2013-04-16,20,15,"Fitocracy",NA,NA
"4290","Kroc Rows",2013-04-16,20,15,"Fitocracy",NA,NA
"4291","Kroc Rows",2013-04-24,22.5,15,"Fitocracy",NA,NA
"4292","Kroc Rows",2013-04-25,22.5,15,"Fitocracy",NA,NA
"4293","Kroc Rows",2013-04-25,22.5,15,"Fitocracy",NA,NA
"4294","Kroc Rows",2013-05-03,22.5,15,"Fitocracy",NA,NA
"4295","Kroc Rows",2013-05-03,25,12,"Fitocracy",NA,NA
"4296","Kroc Rows",2013-05-10,27,12,"Fitocracy",NA,NA
"4297","Kroc Rows",2013-05-12,22.5,12,"Fitocracy",NA,NA
"4298","Kroc Rows",2013-05-12,22.5,15,"Fitocracy",NA,NA
"4299","Kroc Rows",2013-05-17,22.5,13,"Fitocracy",NA,NA
"4300","Kroc Rows",2013-05-17,32,10,"Fitocracy",NA,NA
"4301","Kroc Rows",2013-05-21,10,25,"Fitocracy",NA,NA
"4302","Kroc Rows",2013-05-29,32,5,"Fitocracy",NA,NA
"4303","Kroc Rows",2013-06-12,32,10,"Fitocracy",NA,NA
"4304","Kroc Rows",2013-06-12,32,5,"Fitocracy",NA,NA
"4305","Kroc Rows",2013-06-19,17,25,"Fitocracy",NA,NA
"4306","Kroc Rows",2013-06-22,22,15,"Fitocracy",NA,NA
"4307","Kroc Rows",2013-06-29,30,12,"Fitocracy",NA,NA
"4308","Kroc Rows",2013-07-08,25,16,"Fitocracy",NA,NA
"4309","Kroc Rows",2013-07-11,32.5,12,"Fitocracy",NA,NA
"4310","Kroc Rows",2013-07-11,32.5,10,"Fitocracy",NA,NA
"4311","Kroc Rows",2013-07-15,32.5,10,"Fitocracy",NA,NA
"4312","Kroc Rows",2013-07-19,32,10,"Fitocracy",NA,NA
"4313","Kroc Rows",2013-07-24,32.5,18,"Fitocracy",NA,NA
"4314","Kroc Rows",2013-07-27,32.5,15,"Fitocracy",NA,NA
"4315","Kroc Rows",2013-08-11,32.5,20,"Fitocracy",NA,NA
"4316","Kroc Rows",2013-08-13,35,12,"Fitocracy",NA,NA
"4317","Kroc Rows",2013-10-09,33,10,"Fitocracy",NA,NA
"4318","Kroc Rows",2013-10-09,33,10,"Fitocracy",NA,NA
"4319","Kroc Rows",2013-10-15,22.5,15,"Fitocracy",NA,NA
"4320","Kroc Rows",2013-10-15,27.5,15,"Fitocracy",NA,NA
"4321","Kroc Rows",2013-10-15,27.5,12,"Fitocracy",NA,NA
"4322","Kroc Rows",2013-10-22,23,15,"Fitocracy",NA,NA
"4323","Kroc Rows",2013-11-06,23,20,"Fitocracy",NA,NA
"4324","Kroc Rows",2013-12-03,23,15,"Fitocracy",NA,NA
"4325","Kroc Rows",2013-12-27,22.5,15,"Fitocracy",NA,NA
"4326","Kroc Rows",2014-01-02,23,20,"Fitocracy",NA,NA
"4327","Kroc Rows",2014-02-20,23,15,"Fitocracy",NA,NA
"4328","Kroc Rows",2014-02-26,25.5,20,"Fitocracy",NA,NA
"4329","Kroc Rows",2014-02-28,25.5,15,"Fitocracy",NA,NA
"4330","Kroc Rows",2014-02-28,33,16,"Fitocracy",NA,NA
"4331","Kroc Rows",2014-03-18,38,10,"Fitocracy",NA,NA
"4332","Kroc Rows",2014-03-29,38,15,"Fitocracy",NA,NA
"4333","Lat Pulldown",2012-02-28,35,8,"Fitocracy",NA,NA
"4334","Lat Pulldown",2012-08-02,45,5,"Fitocracy",NA,NA
"4335","Lat Pulldown",2012-08-02,55,5,"Fitocracy",NA,NA
"4336","Lat Pulldown",2012-08-02,65,3,"Fitocracy",NA,NA
"4337","Lat Pulldown",2013-04-04,40,10,"Fitocracy",NA,NA
"4338","Lat Pulldown",2013-04-04,40,10,"Fitocracy",NA,NA
"4339","Lat Pulldown",2013-04-05,40,10,"Fitocracy",NA,NA
"4340","Lat Pulldown",2013-04-11,45,10,"Fitocracy",NA,NA
"4341","Lat Pulldown",2013-08-26,50,10,"Fitocracy",NA,NA
"4342","Lat Pulldown",2013-08-26,55,3,"Fitocracy",NA,NA
"4343","Lat Pulldown",2013-08-26,60,3,"Fitocracy",NA,NA
"4344","Lat Pulldown",2013-08-29,35,10,"Fitocracy",NA,NA
"4345","Lat Pulldown",2013-08-29,40,10,"Fitocracy",NA,NA
"4346","Lat Pulldown",2013-08-29,50,5,"Fitocracy",NA,NA
"4347","Lat Pulldown",2013-08-29,55,5,"Fitocracy",NA,NA
"4348","Lat Pulldown",2013-08-29,60,3,"Fitocracy",NA,NA
"4349","Lat Pulldown",2013-08-29,65,3,"Fitocracy",NA,NA
"4350","Leg Extensions",2012-11-18,10,12,"Fitocracy",NA,NA
"4351","Leg Extensions",2012-11-18,15,12,"Fitocracy",NA,NA
"4352","Leg Extensions",2012-11-18,20,12,"Fitocracy",NA,NA
"4353","Leg Extensions",2012-11-18,25,5,"Fitocracy",NA,NA
"4354","Leg Extensions",2012-11-18,25,5,"Fitocracy",NA,NA
"4355","Leg Extensions",2012-12-12,10,10,"Fitocracy",NA,NA
"4356","Leg Extensions",2012-12-12,15,10,"Fitocracy",NA,NA
"4357","Leg Extensions",2012-12-12,20,10,"Fitocracy",NA,NA
"4358","Leg Extensions",2012-12-12,15,10,"Fitocracy",NA,NA
"4359","Leg Extensions",2012-12-12,15,10,"Fitocracy",NA,NA
"4360","Leg Extensions",2013-05-21,20,10,"Fitocracy",NA,NA
"4361","Leg Extensions",2013-05-21,30,8,"Fitocracy",NA,NA
"4362","Leg Extensions",2013-06-10,20,10,"Fitocracy",NA,NA
"4363","Leg Extensions",2013-06-10,20,10,"Fitocracy",NA,NA
"4364","Leg Extensions",2013-10-18,10,12,"Fitocracy",NA,NA
"4365","Leg Extensions",2013-10-18,12.5,12,"Fitocracy",NA,NA
"4366","Leg Extensions",2013-10-18,12.5,12,"Fitocracy",NA,NA
"4367","Leg Extensions",2013-11-09,15,15,"Fitocracy",NA,NA
"4368","Leg Extensions",2013-11-09,15,15,"Fitocracy",NA,NA
"4369","Leg Extensions",2013-11-09,15,15,"Fitocracy",NA,NA
"4370","Leg Extensions",2013-11-20,10,15,"Fitocracy",NA,NA
"4371","Leg Extensions",2013-11-20,10,15,"Fitocracy",NA,NA
"4372","Leg Extensions",2013-11-20,10,15,"Fitocracy",NA,NA
"4373","Leg Extensions",2013-11-22,12.5,20,"Fitocracy",NA,NA
"4374","Leg Extensions",2013-11-22,12.5,20,"Fitocracy",NA,NA
"4375","Leg Extensions",2013-11-22,12.5,20,"Fitocracy",NA,NA
"4376","Leg Extensions",2013-12-08,10,20,"Fitocracy",NA,NA
"4377","Leg Extensions",2013-12-08,15,20,"Fitocracy",NA,NA
"4378","Leg Extensions",2014-01-06,12.5,15,"Fitocracy",NA,NA
"4379","Leg Extensions",2014-01-06,12.5,15,"Fitocracy",NA,NA
"4380","Leg Extensions",2014-01-06,12.5,15,"Fitocracy",NA,NA
"4381","Leg Extensions",2014-02-21,20,15,"Fitocracy",NA,NA
"4382","Leg Extensions",2014-02-21,20,15,"Fitocracy",NA,NA
"4383","Leg Extensions",2014-02-21,20,15,"Fitocracy",NA,NA
"4384","Leg Extensions",2014-02-26,20,10,"Fitocracy",NA,NA
"4385","Leg Extensions",2014-02-26,22.5,10,"Fitocracy",NA,NA
"4386","Leg Extensions",2014-02-26,22.5,10,"Fitocracy",NA,NA
"4387","Leg Extensions",2014-02-26,22.5,20,"Fitocracy",NA,NA
"4388","Leg Extensions",2014-02-26,20,10,"Fitocracy",NA,NA
"4389","Leg Extensions",2014-03-03,20,8,"Fitocracy",NA,NA
"4390","Leg Extensions",2014-03-18,15,10,"Fitocracy",NA,NA
"4391","Leg Extensions",2014-03-18,15,10,"Fitocracy",NA,NA
"4392","Leg Extensions",2014-03-18,15,10,"Fitocracy",NA,NA
"4393","Leg Extensions",2014-03-18,15,10,"Fitocracy",NA,NA
"4394","Leg Extensions",2014-03-18,15,10,"Fitocracy",NA,NA
"4395","Leg Extensions",2014-03-18,15,10,"Fitocracy",NA,NA
"4396","Leg Extensions",2014-03-23,20,10,"Fitocracy",NA,NA
"4397","Leg Extensions",2014-03-23,10,20,"Fitocracy",NA,NA
"4398","Leg Extensions",2014-03-23,10,20,"Fitocracy",NA,NA
"4399","Leg Press",2012-05-24,100,5,"Fitocracy",NA,NA
"4400","Leg Press",2012-05-24,120,5,"Fitocracy",NA,NA
"4401","Leg Press",2012-05-24,140,5,"Fitocracy",NA,NA
"4402","Leg Press",2012-05-24,150,5,"Fitocracy",NA,NA
"4403","Leg Press",2012-05-24,150,5,"Fitocracy",NA,NA
"4404","Leg Press",2012-06-01,120,5,"Fitocracy",NA,NA
"4405","Leg Press",2012-06-01,140,5,"Fitocracy",NA,NA
"4406","Leg Press",2012-06-01,160,5,"Fitocracy",NA,NA
"4407","Leg Press",2012-06-08,140,5,"Fitocracy",NA,NA
"4408","Leg Press",2012-06-08,160,4,"Fitocracy",NA,NA
"4409","Leg Press",2013-01-10,100,5,"Fitocracy",NA,NA
"4410","Leg Press",2013-01-10,120,5,"Fitocracy",NA,NA
"4411","Leg Press",2013-01-10,140,3,"Fitocracy",NA,NA
"4412","Leg Press",2013-01-10,160,2,"Fitocracy",NA,NA
"4413","Leg Press",2013-02-05,90,10,"Fitocracy",NA,NA
"4414","Leg Press",2013-02-05,110,10,"Fitocracy",NA,NA
"4415","Leg Press",2013-02-05,130,5,"Fitocracy",NA,NA
"4416","Leg Press",2013-02-05,130,5,"Fitocracy",NA,NA
"4417","Leg Press",2013-02-05,150,3,"Fitocracy",NA,NA
"4418","Leg Press",2013-02-05,150,1,"Fitocracy",NA,NA
"4419","Leg Press",2013-08-26,70,10,"Fitocracy",NA,NA
"4420","Leg Press",2013-08-26,110,10,"Fitocracy",NA,NA
"4421","Leg Press",2013-08-26,130,10,"Fitocracy",NA,NA
"4422","Leg Press",2013-08-26,150,5,"Fitocracy",NA,NA
"4423","Leg Press",2013-08-26,170,5,"Fitocracy",NA,NA
"4424","Leg Press",2013-08-29,90,10,"Fitocracy",NA,NA
"4425","Leg Press",2013-08-29,130,5,"Fitocracy",NA,NA
"4426","Leg Press",2013-08-29,150,5,"Fitocracy",NA,NA
"4427","Leg Press",2013-08-29,170,5,"Fitocracy",NA,NA
"4428","Leg Press",2013-08-29,180,5,"Fitocracy",NA,NA
"4429","Leg Press",2013-08-29,200,2,"Fitocracy",NA,NA
"4430","Leg Press",2013-08-29,180,3,"Fitocracy",NA,NA
"4431","Long Cycle",2012-10-27,16,10,"Fitocracy",NA,NA
"4432","Long Cycle",2012-11-13,12,5,"Fitocracy",NA,NA
"4433","Lying Dumbbell Tricep Extension",2012-01-27,6,8,"Fitocracy",NA,NA
"4434","Lying Dumbbell Tricep Extension",2012-01-27,6,7,"Fitocracy",NA,NA
"4435","Lying Dumbbell Tricep Extension",2012-01-27,6,5,"Fitocracy",NA,NA
"4436","Lying Dumbbell Tricep Extension",2012-03-02,6,8,"Fitocracy",NA,NA
"4437","Lying Dumbbell Tricep Extension",2012-03-02,6,8,"Fitocracy",NA,NA
"4438","Lying Dumbbell Tricep Extension",2012-03-02,8,4,"Fitocracy",NA,NA
"4439","Lying Dumbbell Tricep Extension",2012-10-24,6,8,"Fitocracy",NA,NA
"4440","Lying Dumbbell Tricep Extension",2012-10-24,6,8,"Fitocracy",NA,NA
"4441","Lying Leg Curls",2012-08-06,15,5,"Fitocracy",NA,NA
"4442","Lying Leg Curls",2012-11-18,10,12,"Fitocracy",NA,NA
"4443","Lying Leg Curls",2012-11-18,15,12,"Fitocracy",NA,NA
"4444","Lying Leg Curls",2012-11-18,20,12,"Fitocracy",NA,NA
"4445","Lying Leg Curls",2012-11-18,22,12,"Fitocracy",NA,NA
"4446","Lying Leg Curls",2012-11-18,25,12,"Fitocracy",NA,NA
"4447","Lying Leg Curls",2012-12-12,15,10,"Fitocracy",NA,NA
"4448","Lying Leg Curls",2012-12-12,15,10,"Fitocracy",NA,NA
"4449","Lying Leg Curls",2012-12-12,20,10,"Fitocracy",NA,NA
"4450","Lying Leg Curls",2012-12-12,20,10,"Fitocracy",NA,NA
"4451","Lying Leg Curls",2012-12-12,20,10,"Fitocracy",NA,NA
"4452","Lying Leg Curls",2013-06-10,20,10,"Fitocracy",NA,NA
"4453","Lying Leg Curls",2013-06-10,25,10,"Fitocracy",NA,NA
"4454","Lying Leg Curls",2013-06-12,30,10,"Fitocracy",NA,NA
"4455","Lying Leg Curls",2013-06-12,30,15,"Fitocracy",NA,NA
"4456","Lying Leg Curls",2013-06-17,35,15,"Fitocracy",NA,NA
"4457","Lying Leg Curls",2013-06-17,25,20,"Fitocracy",NA,NA
"4458","Lying Leg Curls",2013-06-17,25,20,"Fitocracy",NA,NA
"4459","Lying Leg Curls",2013-06-19,25,10,"Fitocracy",NA,NA
"4460","Lying Leg Curls",2013-06-19,35,10,"Fitocracy",NA,NA
"4461","Lying Leg Curls",2013-06-19,35,10,"Fitocracy",NA,NA
"4462","Lying Leg Curls",2013-10-18,20,15,"Fitocracy",NA,NA
"4463","Lying Leg Curls",2013-10-18,25,15,"Fitocracy",NA,NA
"4464","Lying Leg Curls",2013-10-18,30,15,"Fitocracy",NA,NA
"4465","Lying Leg Curls",2013-10-18,30,15,"Fitocracy",NA,NA
"4466","Lying Leg Curls",2013-10-18,30,15,"Fitocracy",NA,NA
"4467","Lying Leg Curls",2013-11-20,10,15,"Fitocracy",NA,NA
"4468","Lying Leg Curls",2013-11-20,15,20,"Fitocracy",NA,NA
"4469","Lying Leg Curls",2013-11-20,17.5,20,"Fitocracy",NA,NA
"4470","Lying Leg Curls",2013-11-22,15,20,"Fitocracy",NA,NA
"4471","Lying Leg Curls",2013-11-22,15,20,"Fitocracy",NA,NA
"4472","Lying Leg Curls",2013-11-27,17,20,"Fitocracy",NA,NA
"4473","Lying Leg Curls",2013-11-27,22,20,"Fitocracy",NA,NA
"4474","Lying Leg Curls",2013-12-08,10,20,"Fitocracy",NA,NA
"4475","Lying Leg Curls",2013-12-08,15,20,"Fitocracy",NA,NA
"4476","Lying Leg Curls",2014-01-06,17.5,15,"Fitocracy",NA,NA
"4477","Lying Leg Curls",2014-01-06,17.5,15,"Fitocracy",NA,NA
"4478","Lying Leg Curls",2014-01-06,17.5,15,"Fitocracy",NA,NA
"4479","Lying Leg Curls",2014-02-04,20,15,"Fitocracy",NA,NA
"4480","Lying Leg Curls",2014-02-21,20,25,"Fitocracy",NA,NA
"4481","Lying Leg Curls",2014-02-21,20,25,"Fitocracy",NA,NA
"4482","Lying Leg Curls",2014-03-03,20,15,"Fitocracy",NA,NA
"4483","Lying Rear Delt Raise",2012-11-08,2.5,10,"Fitocracy",NA,NA
"4484","Lying Rear Delt Raise",2012-11-08,5,8,"Fitocracy",NA,NA
"4485","Lying Rear Delt Raise",2012-11-11,2.5,10,"Fitocracy",NA,NA
"4486","Lying Rear Delt Raise",2012-11-11,3.5,10,"Fitocracy",NA,NA
"4487","Lying Rear Delt Raise",2012-11-11,3.5,10,"Fitocracy",NA,NA
"4488","Lying Rear Delt Raise",2013-06-17,4.5,10,"Fitocracy",NA,NA
"4489","Lying Rear Delt Raise",2013-06-17,4.5,10,"Fitocracy",NA,NA
"4490","Machine Bench Press",2013-05-22,35,5,"Fitocracy",NA,NA
"4491","Machine Bench Press",2013-05-22,50,5,"Fitocracy",NA,NA
"4492","Machine Bench Press",2013-05-22,65,5,"Fitocracy",NA,NA
"4493","Machine Bench Press",2013-05-22,75,5,"Fitocracy",NA,NA
"4494","Machine Bench Press",2013-05-22,80,5,"Fitocracy",NA,NA
"4495","Machine Bench Press",2013-05-22,85,1,"Fitocracy",NA,NA
"4496","Machine Bench Press",2013-05-25,40,16,"Fitocracy",NA,NA
"4497","Machine Bench Press",2013-05-25,60,5,"Fitocracy",NA,NA
"4498","Machine Bench Press",2013-05-25,70,8,"Fitocracy",NA,NA
"4499","Machine Bench Press",2013-05-25,80,4,"Fitocracy",NA,NA
"4500","Machine Bench Press",2013-08-26,35,10,"Fitocracy",NA,NA
"4501","Machine Bench Press",2013-08-26,50,10,"Fitocracy",NA,NA
"4502","Machine Bench Press",2013-08-26,70,10,"Fitocracy",NA,NA
"4503","Machine Bench Press",2013-08-26,80,5,"Fitocracy",NA,NA
"4504","Machine Bench Press",2013-08-29,50,10,"Fitocracy",NA,NA
"4505","Machine Bench Press",2013-08-29,70,5,"Fitocracy",NA,NA
"4506","Machine Bench Press",2013-08-29,75,5,"Fitocracy",NA,NA
"4507","Machine Bench Press",2013-08-29,80,5,"Fitocracy",NA,NA
"4508","Machine Bench Press",2013-08-29,85,5,"Fitocracy",NA,NA
"4509","Machine Bench Press",2013-08-29,90,5,"Fitocracy",NA,NA
"4510","Machine Bench Press",2013-08-29,95,3,"Fitocracy",NA,NA
"4511","Machine Chest Fly (Pec Deck)",2013-12-27,15,10,"Fitocracy",NA,NA
"4512","Machine Chest Fly (Pec Deck)",2013-12-27,30,15,"Fitocracy",NA,NA
"4513","Machine Chest Fly (Pec Deck)",2013-12-27,55,15,"Fitocracy",NA,NA
"4514","Machine Chest Fly (Pec Deck)",2013-12-27,75,12,"Fitocracy",NA,NA
"4515","Machine Chest Fly (Pec Deck)",2013-12-27,95,8,"Fitocracy",NA,NA
"4516","Machine Chest Fly (Pec Deck)",2013-12-27,105,5,"Fitocracy",NA,NA
"4517","Machine Preacher Curls",2013-06-10,10,20,"Fitocracy",NA,NA
"4518","Machine Preacher Curls",2013-06-10,15,20,"Fitocracy",NA,NA
"4519","Machine Preacher Curls",2013-06-10,17.5,15,"Fitocracy",NA,NA
"4520","Machine Preacher Curls",2013-06-10,17.5,15,"Fitocracy",NA,NA
"4521","Machine Preacher Curls",2013-06-10,20,15,"Fitocracy",NA,NA
"4522","Machine Preacher Curls",2013-06-12,20,20,"Fitocracy",NA,NA
"4523","Machine Preacher Curls",2013-06-12,20,20,"Fitocracy",NA,NA
"4524","Machine Preacher Curls",2013-06-12,30,10,"Fitocracy",NA,NA
