Date,Exercise,Category,Weight (kgs),Reps,Distance,Distance Unit,Time,Comment
2016-05-09,Dumbbell Bent-Over Rear Delt Raise,Shoulders,6.0,8,,,,""
2016-05-09,Chest-Supported T-Bar Row,Back,25.0,5,,,,""
2016-05-09,Chest-Supported T-Bar Row,Back,40.0,5,,,,""
2016-05-09,Chest-Supported T-Bar Row,Back,55.0,3,,,,""
2016-05-09,Chest-Supported T-Bar Row,Back,40.0,5,,,,""
2016-05-09,Flat Barbell Bench Press,Chest,20.0,5,,,,""
2016-05-09,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-05-09,Flat Barbell Bench Press,Chest,60.0,5,,,,""
2016-05-09,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2016-05-09,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2016-05-09,Flat Barbell Bench Press,Chest,65.0,3,,,,""
2016-05-09,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2016-05-09,Incline Dumbbell Fly,Chest,5.0,10,,,,""
2016-05-09,Incline Dumbbell Fly,Chest,7.0,10,,,,""
2016-05-09,Incline Dumbbell Fly,Chest,8.0,10,,,,""
2016-05-09,Lat Pulldown,Back,67.0,5,,,,""
2016-05-09,Lat Pulldown,Back,33.0,10,,,,""
2016-05-09,Lat Pulldown,Back,67.0,5,,,,""
2016-05-09,Lat Pulldown,Back,47.0,5,,,,""
2016-05-09,Lat Pulldown,Back,57.0,5,,,,""
2016-05-09,Rear Delt Machine Fly,Shoulders,20.0,10,,,,""
2016-05-09,Rear Delt Machine Fly,Shoulders,30.0,6,,,,""
2016-05-09,Rear Delt Machine Fly,Shoulders,25.0,6,,,,""
2016-05-09,Landmine Press,Shoulders,25.0,5,,,,""
2016-05-09,Landmine Press,Shoulders,25.0,10,,,,""
2016-05-12,Barbell Overhead Press,Shoulders,20.0,5,,,,""
2016-05-12,Barbell Overhead Press,Shoulders,40.0,5,,,,""
2016-05-12,Barbell Overhead Press,Shoulders,50.0,5,,,,""
2016-05-12,Barbell Overhead Press,Shoulders,45.0,3,,,,""
2016-05-12,Barbell High Bar Squat,Legs,45.0,5,,,,""
2016-05-12,Barbell High Bar Squat,Legs,60.0,5,,,,""
2016-05-12,Barbell High Bar Squat,Legs,80.0,5,,,,""
2016-05-13,Barbell Deadlift,Back,65.0,5,,,,""
2016-05-13,Barbell Deadlift,Back,80.0,5,,,,""
2016-05-13,Barbell Deadlift,Back,90.0,5,,,,""
2016-05-13,Barbell Deadlift,Back,105.0,5,,,,""
2016-05-13,Barbell Deadlift,Back,120.0,5,,,,""
2016-05-13,Barbell Deadlift,Back,135.0,4,,,,""
2016-05-13,Machine Hack Squat,Legs,47.6,10,,,,""
2016-05-13,Machine Hack Squat,Legs,57.6,10,,,,""
2016-05-13,Chin Up,Back,0.0,3,,,,""
2016-05-13,Chin Up,Back,0.0,2,,,,""
2016-05-13,Chin Up,Back,0.0,1,,,,""
2016-05-13,Dumbbell Hammer Curl,Biceps,12.0,10,,,,""
2016-05-13,Dumbbell Hammer Curl,Biceps,8.0,10,,,,""
2016-05-13,Barbell Curl,Biceps,15.0,10,,,,""
2016-05-13,Barbell Curl,Biceps,20.0,6,,,,""
2016-05-13,Machine Hack Squat,Legs,57.6,10,,,,""
2016-05-15,Flat Barbell Bench Press,Chest,30.0,5,,,,""
2016-05-15,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-05-15,Flat Barbell Bench Press,Chest,45.0,5,,,,""
2016-05-15,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2016-05-15,Flat Barbell Bench Press,Chest,55.0,5,,,,""
2016-05-15,Flat Barbell Bench Press,Chest,65.0,8,,,,""
2016-05-15,Flat Barbell Bench Press,Chest,70.0,1,,,,""
2016-05-15,Rope Kneeling Overhead Triceps Extension,Triceps,12.5,10,,,,""
2016-05-15,Rope Kneeling Overhead Triceps Extension,Triceps,10.0,10,,,,""
2016-05-15,Rope Triceps Pushdown,Triceps,24.5,10,,,,""
2016-05-15,Rope Triceps Pushdown,Triceps,17.5,10,,,,""
2016-05-15,Cable High To Low Crossover,Chest,15.0,10,,,,""
2016-05-15,Cable High To Low Crossover,Chest,20.0,10,,,,""
2016-05-15,Cable Low To High Crossover,Chest,5.0,10,,,,""
2016-05-15,Cable Low To High Crossover,Chest,10.0,10,,,,""
2016-05-15,Landmine Chest Press,Chest,30.0,10,,,,""
2016-05-15,Landmine Chest Press,Chest,35.0,10,,,,""
2016-05-15,Flat Dumbbell Fly,Chest,8.0,10,,,,""
2016-05-15,Flat Dumbbell Fly,Chest,10.0,10,,,,""
2016-05-15,Landmine Chest Press,Chest,30.0,10,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,20.0,5,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,30.0,3,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,35.0,5,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,40.0,5,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,45.0,9,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,50.0,2,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,55.0,2,,,,""
2016-05-19,Barbell Overhead Press,Shoulders,60.0,1,,,,""
2016-05-19,Landmine Chest Press,Chest,30.0,10,,,,""
2016-05-19,Landmine Chest Press,Chest,40.0,10,,,,""
2016-05-19,Landmine Chest Press,Chest,40.0,10,,,,""
2016-05-19,Dumbbell Standing Lateral Raise,Shoulders,4.0,10,,,,""
2016-05-19,Dumbbell Standing Lateral Raise,Shoulders,6.0,10,,,,""
2016-05-19,Dumbbell Standing Lateral Raise,Shoulders,4.0,10,,,,""
2016-05-19,Dumbbell Bent-Over Rear Delt Raise,Shoulders,4.0,10,,,,""
2016-05-19,Dumbbell Bent-Over Rear Delt Raise,Shoulders,4.0,10,,,,""
2016-05-19,Dumbbell Bent-Over Rear Delt Raise,Shoulders,4.0,10,,,,""
2016-05-19,Machine Shoulder Press,Shoulders,30.0,10,,,,""
2016-05-19,Machine Shoulder Press,Shoulders,40.0,10,,,,""
2016-05-19,Machine Shoulder Press,Shoulders,50.0,8,,,,""
2016-06-03,Barbell High Bar Squat,Legs,45.0,5,,,,""
2016-06-03,Barbell High Bar Squat,Legs,60.0,5,,,,""
2016-06-03,Barbell High Bar Squat,Legs,70.0,3,,,,""
2016-06-03,Barbell High Bar Squat,Legs,90.0,5,,,,""
2016-06-03,Barbell High Bar Squat,Legs,90.0,5,,,,""
2016-06-03,Barbell High Bar Squat,Legs,100.0,5,,,,""
2016-06-04,Barbell Overhead Press,Shoulders,20.0,5,,,,""
2016-06-04,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-06-04,Barbell Overhead Press,Shoulders,30.0,5,,,,""
2016-06-04,Barbell Overhead Press,Shoulders,35.0,3,,,,""
2016-06-04,Barbell Overhead Press,Shoulders,45.0,3,,,,""
2016-06-04,Barbell Overhead Press,Shoulders,50.0,8,,,,""
2016-06-04,Barbell Overhead Press,Shoulders,60.0,2,,,,""
2016-06-04,Barbell Overhead Press,Shoulders,65.0,1,,,,""
2016-06-04,Barbell Deadlift,Back,65.0,5,,,,""
2016-06-04,Barbell Deadlift,Back,80.0,5,,,,""
2016-06-04,Barbell Deadlift,Back,100.0,3,,,,""
2016-06-04,Barbell Deadlift,Back,120.0,3,,,,""
2016-06-04,Barbell Deadlift,Back,130.0,3,,,,""
2016-06-04,Barbell Deadlift,Back,145.0,5,,,,""
2016-06-04,Barbell Deadlift,Back,160.0,1,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,30.0,5,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,45.0,5,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,55.0,3,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,60.0,3,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,70.0,7,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,70.0,4,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,50.0,10,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,50.0,10,,,,""
2016-06-12,Flat Barbell Bench Press,Chest,50.0,10,,,,""
2016-06-12,Barbell High Bar Squat,Legs,45.0,5,,,,""
2016-06-12,Barbell High Bar Squat,Legs,60.0,5,,,,""
2016-06-12,Barbell High Bar Squat,Legs,70.0,3,,,,""
2016-06-12,Barbell High Bar Squat,Legs,80.0,3,,,,""
2016-06-12,Barbell High Bar Squat,Legs,95.0,3,,,,""
2016-06-12,Barbell High Bar Squat,Legs,105.0,5,,,,""
2016-06-12,Barbell High Bar Squat,Legs,110.0,2,,,,""
2016-06-12,Barbell High Bar Squat,Legs,115.0,2,,,,""
2016-06-12,Barbell High Bar Squat,Legs,120.0,1,,,,""
2016-06-12,Barbell High Bar Squat,Legs,125.0,1,,,,""
2016-06-12,Rack Pull,Back,60.0,5,,,,""
2016-06-12,Rack Pull,Back,100.0,5,,,,""
2016-06-12,Rack Pull,Back,140.0,2,,,,""
2016-06-12,Rack Pull,Back,140.0,3,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,20.0,5,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,30.0,3,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,40.0,5,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,45.0,5,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,50.0,7,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,60.0,3,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,65.0,2,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,50.0,5,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,50.0,3,,,,""
2016-06-17,Landmine Press,Shoulders,20.0,5,,,,""
2016-06-17,Landmine Chest Press,Chest,20.0,10,,,,""
2016-06-17,Landmine Chest Press,Chest,35.0,5,,,,""
2016-06-17,Landmine Chest Press,Chest,35.0,5,,,,""
2016-06-17,Machine Preacher Curl,Biceps,25.0,10,,,,""
2016-06-17,Machine Preacher Curl,Biceps,20.0,10,,,,""
2016-06-17,Machine Preacher Curl,Biceps,20.0,10,,,,""
2016-06-17,Dumbbell Standing Lateral Raise,Shoulders,6.0,10,,,,""
2016-06-17,Dumbbell Standing Lateral Raise,Shoulders,6.0,10,,,,""
2016-06-17,Barbell Overhead Press,Shoulders,25.0,10,,,,""
2016-06-17,Dumbbell Standing Lateral Raise,Shoulders,6.0,10,,,,""
2016-06-19,Barbell High Bar Squat,Legs,45.0,5,,,,""
2016-06-19,Barbell High Bar Squat,Legs,60.0,5,,,,""
2016-06-19,Barbell High Bar Squat,Legs,70.0,3,,,,""
2016-06-19,Barbell High Bar Squat,Legs,85.0,5,,,,""
2016-06-19,Barbell High Bar Squat,Legs,100.0,3,,,,""
2016-06-19,Barbell High Bar Squat,Legs,110.0,5,,,,""
2016-06-19,Barbell High Bar Squat,Legs,120.0,1,,,,""
2016-06-19,Barbell High Bar Squat,Legs,130.0,2,,,,""
2016-06-19,Barbell High Bar Squat,Legs,140.0,1,,,,""
2016-06-19,Barbell Hip Thrust,Legs,40.0,10,,,,""
2016-06-19,Barbell Hip Thrust,Legs,60.0,10,,,,""
2016-06-19,Barbell Hip Thrust,Legs,80.0,10,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,30.0,5,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,45.0,3,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,55.0,5,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,65.0,3,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,70.0,6,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,75.0,2,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,80.0,2,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,60.0,6,,,,""
2016-06-24,Flat Barbell Bench Press,Chest,60.0,6,,,,""
2016-06-24,Machine Bench Press,Chest,66.4,5,,,,""
2016-06-24,Machine Bench Press,Chest,56.4,10,,,,""
2016-06-24,Machine Bench Press,Chest,56.4,10,,,,""
2016-06-24,Machine Bench Press,Chest,56.4,6,,,,""
2016-07-09,Barbell Deadlift,Back,65.0,5,,,,""
2016-07-09,Barbell Deadlift,Back,80.0,5,,,,""
2016-07-09,Barbell Deadlift,Back,95.0,3,,,,""
2016-07-09,Barbell Deadlift,Back,120.0,5,,,,""
2016-07-09,Barbell Deadlift,Back,135.0,3,,,,""
2016-07-09,Barbell Deadlift,Back,155.0,4,,,,""
2016-07-09,Barbell Deadlift,Back,160.0,1,,,,""
2016-07-09,Barbell Deadlift,Back,165.0,2,,,,""
2016-07-09,Machine Squat,Legs,90.0,10,,,,""
2016-07-09,Machine Squat,Legs,110.0,10,,,,""
2016-07-09,Machine Squat,Legs,130.0,10,,,,""
2016-07-09,Seated Machine Pullover,Back,58.2,10,,,,""
2016-07-09,Seated Machine Pullover,Back,58.2,10,,,,""
2016-07-09,Seated Machine Pullover,Back,58.2,10,,,,""
2016-07-10,Flat Barbell Bench Press,Chest,30.0,5,,,,""
2016-07-10,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-07-10,Flat Barbell Bench Press,Chest,45.0,3,,,,""
2016-07-10,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2016-07-10,Flat Barbell Bench Press,Chest,60.0,5,,,,""
2016-07-10,Flat Barbell Bench Press,Chest,65.0,11,,,,""
2016-07-10,Flat Barbell Bench Press,Chest,70.0,4,,,,""
2016-07-10,Flat Barbell Bench Press,Chest,60.0,5,,,,""
2016-07-10,Football Bar Close-Grip Overhead Press,Shoulders,35.0,5,,,,""
2016-07-10,Football Bar Close-Grip Overhead Press,Shoulders,35.0,5,,,,""
2016-07-10,Football Bar Close-Grip Overhead Press,Shoulders,35.0,5,,,,""
2016-07-10,Football Bar Overhead Press,Shoulders,35.0,5,,,,""
2016-07-10,Football Bar Overhead Press,Shoulders,35.0,5,,,,""
2016-07-10,Football Bar Overhead Press,Shoulders,35.0,5,,,,""
2016-07-10,Thick Football Bar Overhead Press,Shoulders,40.0,5,,,,""
2016-07-10,Thick Football Bar Overhead Press,Shoulders,40.0,5,,,,""
2016-07-10,Thick Football Bar Overhead Press,Shoulders,40.0,5,,,,""
2016-07-10,Thick Football Bar Bent-Over Row,Back,40.0,10,,,,""
2016-07-10,Thick Football Bar Bent-Over Row,Back,40.0,10,,,,""
2016-07-10,Thick Football Bar Bent-Over Row,Back,40.0,10,,,,""
2016-07-10,Trap Bar Shrug,Back,60.0,10,,,,""
2016-07-10,Thick Trap Bar Shrug,Back,60.0,10,,,,""
2016-07-10,Thick Trap Bar Shrugs,Shoulders,60.0,10,,,,""
2016-07-14,Barbell Deadlift,Back,65.0,5,,,,""
2016-07-14,Barbell Deadlift,Back,90.0,5,,,,""
2016-07-14,Barbell Deadlift,Back,100.0,3,,,,""
2016-07-14,Barbell Deadlift,Back,110.0,5,,,,""
2016-07-14,Barbell Deadlift,Back,125.0,5,,,,""
2016-07-14,Barbell Deadlift,Back,140.0,5,,,,""
2016-07-14,Barbell Deadlift,Back,160.0,1,,,,""
2016-07-14,Barbell Deadlift,Back,180.0,1,,,,""
2016-07-14,Barbell Deadlift,Back,185.0,1,,,,""
2016-07-14,Thick Football Bar Bent-Over Row,Back,60.0,10,,,,""
2016-07-14,Thick Football Bar Bent-Over Row,Back,60.0,10,,,,""
2016-07-14,Thick Football Bar Bent-Over Row,Back,60.0,5,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,35.0,3,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,35.0,5,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,40.0,5,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,45.0,8,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,50.0,3,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,55.0,3,,,,""
2016-07-15,Barbell Overhead Press,Shoulders,60.0,1,,,,""
2016-07-15,Pull Up,Back,0.0,3,,,,""
2016-07-15,Football Bar Close-Grip Overhead Press,Shoulders,35.0,10,,,,""
2016-07-15,Chin Up,Back,0.0,2,,,,""
2016-07-15,Football Bar Overhead Press,Shoulders,35.0,8,,,,""
2016-07-16,Barbell High Bar Squat,Legs,50.0,5,,,,""
2016-07-16,Barbell High Bar Squat,Legs,60.0,5,,,,""
2016-07-16,Barbell High Bar Squat,Legs,70.0,5,,,,""
2016-07-16,Barbell High Bar Squat,Legs,80.0,5,,,,""
2016-07-16,Barbell High Bar Squat,Legs,90.0,5,,,,""
2016-07-16,Barbell High Bar Squat,Legs,105.0,7,,,,""
2016-07-16,Barbell High Bar Squat,Legs,110.0,5,,,,""
2016-07-16,Barbell High Bar Squat,Legs,115.0,5,,,,""
2016-07-16,Barbell High Bar Squat,Legs,120.0,5,,,,""
2016-07-16,Barbell High Bar Squat,Legs,125.0,2,,,,""
2016-07-16,Barbell High Bar Squat,Legs,130.0,1,,,,""
2016-07-16,Barbell High Bar Squat,Legs,140.0,1,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,30.0,5,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,40.0,5,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,45.0,5,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,55.0,3,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,60.0,3,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,70.0,8,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,75.0,3,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,77.5,3,,,,""
2016-07-17,Flat Barbell Bench Press,Chest,80.0,3,,,,""
2016-07-17,Football Bar Close-Grip Bench Press,Triceps,45.0,10,,,,""
2016-07-17,Football Bar Close-Grip Bench Press,Triceps,45.0,10,,,,""
2016-07-18,Barbell Deadlift,Back,65.0,5,,,,""
2016-07-18,Barbell Deadlift,Back,100.0,5,,,,""
2016-07-18,Barbell Deadlift,Back,100.0,3,,,,""
2016-07-18,Barbell Deadlift,Back,115.0,3,,,,""
2016-07-18,Barbell Deadlift,Back,135.0,3,,,,""
2016-07-18,Barbell Deadlift,Back,150.0,5,,,,""
2016-07-18,Barbell Deadlift,Back,165.0,3,,,,""
2016-07-18,Barbell Deadlift,Back,170.0,1,,,,""
2016-07-18,Barbell Deadlift,Back,180.0,1,,,,""
2016-07-18,Barbell Deadlift,Back,185.0,1,,,,""
2016-07-18,Barbell Deadlift,Back,190.0,1,,,,""
2016-07-18,Barbell Deadlift,Back,195.0,1,,,,""
2016-07-18,Pull Up,Back,0.0,2,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,22.5,5,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,25.0,5,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,35.0,3,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,40.0,3,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,45.0,3,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,50.0,10,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,55.0,3,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,60.0,3,,,,""
2016-07-21,Barbell Overhead Press,Shoulders,65.0,1,,,,""
2016-07-21,Football Bar Close-Grip Clean And Press,Shoulders,35.0,5,,,,""
2016-07-21,Football Bar Close-Grip Clean And Press,Shoulders,45.0,3,,,,""
2016-07-23,Barbell High Bar Squat,Legs,50.0,5,,,,""
2016-07-23,Barbell High Bar Squat,Legs,60.0,5,,,,""
2016-07-23,Barbell High Bar Squat,Legs,70.0,3,,,,""
2016-07-23,Barbell High Bar Squat,Legs,85.0,3,,,,""
2016-07-23,Barbell High Bar Squat,Legs,95.0,3,,,,""
2016-07-23,Barbell High Bar Squat,Legs,110.0,8,,,,""
2016-07-23,Barbell High Bar Squat With Chains (16kg),Legs,100.0,3,,,,""
2016-07-23,Thick Trap Bar Deadlift,Back,120.0,5,,,,""
2016-07-23,Trap-Bar Deadlift,Back,150.0,2,,,,""
2016-07-23,Thick Trap Bar Deadlift,Back,120.0,5,,,,""
2016-08-04,Tire Farmer's Walk,Legs,80.0,30,,,,""
2016-08-04,Tire Farmer's Walk,Legs,80.0,15,,,,""
2016-08-04,Tire Farmer's Walk,Legs,80.0,15,,,,""
2016-08-04,Kettlebell Goblet Squat,Legs,32.0,10,,,,""
2016-08-04,Kettlebell Goblet Squat,Legs,32.0,10,,,,""
2016-08-04,Kettlebell Goblet Squat,Legs,32.0,10,,,,""
2016-08-04,Barbell Low Bar Squat,Legs,50.0,5,,,,""
2016-08-04,Barbell Low Bar Squat,Legs,60.0,5,,,,""
2016-08-04,Barbell Low Bar Squat,Legs,80.0,5,,,,""
2016-08-04,Barbell Low Bar Squat,Legs,90.0,5,,,,""
2016-08-04,Barbell Low Bar Squat,Legs,105.0,3,,,,""
2016-08-04,Barbell High Bar Squat,Legs,120.0,2,,,,""
2016-08-04,Barbell Low Bar Squat,Legs,115.0,5,,,,""
2016-08-04,Ring Pull Up,Back,0.0,2,,,,""
2016-08-04,Barbell Low Bar Squat,Legs,130.0,1,,,,""
2016-08-04,Barbell High Bar Squat,Legs,140.0,1,,,,""
2016-08-04,Barbell High Bar Squat,Legs,142.5,1,,,,""
2016-08-04,Ring Pull Up,Back,0.0,2,,,,""
2016-08-04,Ring Pull Up,Back,0.0,1,,,,""
2016-08-04,Pull Up,Back,0.0,2,,,,""
2016-08-04,Pull Up,Back,0.0,2,,,,""
2016-08-04,Pull Up,Back,0.0,1,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,30.0,5,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,35.0,5,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,50.0,5,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,60.0,5,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,65.0,5,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,75.0,6,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,80.0,2,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,50.0,10,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,55.0,10,,,,""
2016-08-05,Flat Barbell Bench Press,Chest,55.0,10,,,,""
2016-08-05,Pull Up,Back,0.0,3,,,,""
2016-08-05,Pull Up,Back,0.0,2,,,,""
2016-08-05,Pull Up,Back,0.0,1,,,,""
2016-08-05,Dumbbell Bent-Over Rear Delt Raise,Shoulders,4.0,10,,,,""
